trial, filename
0, 01_12.png
1, 02_04.png
2, 03_23.png
3, 04_08.png
4, 05_31.png
5, 06_06.png
6, 07_27.png
7, 08_17.png
8, 09_01.png
9, 10_26.png
10, 11_10.png
11, 12_33.png
12, 13_07.png
13, 14_24.png
14, 15_16.png
15, 16_19.png
16, 17_13.png
17, 18_21.png
18, 19_02.png
19, 20_32.png
20, 21_20.png
21, 22_09.png
22, 23_28.png
23, 25_15.png
24, 26_05.png
25, 27_03.png
26, 28_30.png
27, 29_14.png
28, 30_22.png
29, 31_25.png
30, 32_29.png
31, 33_18.png
