trial, person, eye, t0, x, y
146,0,L,273,1336.6,297.2
146,0,L,541,1352.3,254.0
146,0,X,1217,1290.0,310.0
147,0,L,-108,961.9,281.6
147,0,L,284,1528.6,1003.4
147,0,L,416,1462.5,1004.3
147,0,L,1420,1134.2,421.0
147,0,X,1440,1370.0,1060.0
148,0,L,-120,924.2,302.4
148,0,L,76,673.1,289.2
148,0,L,224,496.0,383.3
148,0,L,408,475.7,389.8
148,0,X,926,450.0,450.0
149,0,L,-116,1069.2,403.3
149,0,L,212,816.5,775.5
149,0,L,336,836.6,757.5
149,0,X,928,790.0,835.0
150,0,L,-113,1069.4,400.1
150,0,L,163,1140.0,556.8
150,0,L,347,1139.4,582.8
150,0,X,643,1080.0,660.0
151,0,L,-115,853.0,336.3
151,0,L,165,342.2,175.5
151,0,L,257,292.3,97.6
151,0,L,401,255.2,52.3
151,0,X,1489,220.0,130.0
152,0,L,-119,1069.3,442.3
152,0,L,193,522.4,488.7
152,0,L,305,484.0,415.1
152,0,X,1093,450.0,450.0
153,0,L,-115,1110.0,351.4
153,0,L,225,849.7,827.1
153,0,L,345,851.9,781.1
153,0,L,1225,967.5,340.9
153,0,X,1289,790.0,835.0
154,0,L,-120,1033.1,180.1
154,0,L,220,531.4,851.3
154,0,L,344,447.0,869.0
154,0,L,1404,829.2,367.5
154,0,X,1348,395.0,925.0
155,0,L,-110,1063.7,223.5
155,0,L,210,1700.8,-6.7
155,0,L,774,1695.7,-15.2
155,0,X,1342,1630.0,135.0
156,0,L,-116,842.9,330.8
156,0,L,196,1418.5,907.6
156,0,L,316,1458.1,961.7
156,0,X,1568,1370.0,1060.0
157,0,L,-107,659.1,128.4
157,0,L,153,917.8,132.8
157,0,L,329,916.7,123.4
157,0,X,833,870.0,235.0
158,0,L,-109,549.5,341.9
158,0,L,179,1282.0,262.0
158,0,L,299,1356.1,176.7
158,0,X,927,1290.0,310.0
159,0,L,-114,758.6,279.4
159,0,L,202,1608.6,617.8
159,0,L,322,1658.9,627.4
159,0,L,1122,1656.5,633.2
159,0,X,2410,1580.0,710.0
160,0,L,-116,554.2,230.1
160,0,L,204,914.5,815.7
160,0,L,312,849.6,777.6
160,0,X,1112,790.0,835.0
161,0,L,-111,739.6,318.0
161,0,L,153,494.1,390.7
161,0,L,365,460.8,386.9
161,0,L,477,481.1,367.3
161,0,X,1204,450.0,450.0
162,0,L,-53,993.8,345.5
162,0,L,179,1148.6,558.4
162,0,L,335,1130.1,573.2
162,0,X,548,1080.0,660.0
163,0,L,-111,977.7,263.7
163,0,L,209,445.0,800.3
163,0,L,333,431.6,853.5
163,0,X,1302,395.0,925.0
164,0,L,-109,844.0,406.0
164,0,L,167,1280.0,236.7
164,0,L,275,1351.2,171.5
164,0,L,479,1358.2,168.2
164,0,X,2002,1290.0,310.0
165,0,L,-125,1348.0,190.4
165,0,L,131,645.9,479.8
165,0,L,279,1429.6,1039.0
165,0,L,379,1452.0,982.3
165,0,L,1163,1075.7,255.8
165,0,X,1152,1370.0,1060.0
166,0,L,-124,651.0,188.5
166,0,L,172,344.8,155.3
166,0,L,272,256.2,39.4
166,0,X,1257,220.0,130.0
167,0,L,-117,947.4,441.3
167,0,L,171,952.9,219.1
167,0,L,255,915.1,143.5
167,0,X,950,870.0,235.0
168,0,L,-123,938.9,510.4
168,0,L,229,1690.4,17.9
168,0,L,353,1713.7,-9.1
168,0,X,1096,1630.0,135.0
169,0,L,-112,957.2,374.2
169,0,L,176,1679.0,605.7
169,0,L,316,1651.6,615.8
169,0,L,496,1661.3,612.7
169,0,X,1219,1580.0,710.0
170,0,L,-121,768.0,175.1
170,0,L,199,1686.7,55.6
170,0,L,315,1693.0,-3.6
170,0,L,499,1703.3,-28.0
170,0,X,1122,1630.0,135.0
171,0,L,-39,1025.8,418.3
171,0,L,197,359.4,157.4
171,0,L,309,251.6,22.6
171,0,X,1252,220.0,130.0
172,0,L,-121,987.9,407.1
172,0,L,199,1470.1,904.9
172,0,L,319,1443.5,960.5
172,0,X,1218,1370.0,1060.0
173,0,L,-108,829.6,222.5
173,0,L,204,460.5,825.0
173,0,L,340,430.5,856.0
173,0,X,1121,395.0,925.0
174,0,L,-90,1077.2,285.8
174,0,L,198,1140.3,570.4
174,0,X,851,1080.0,660.0
